thread_id,kind,participants,messages,sent_by_me,received,with_text,with_attachments,first_message,last_message,span_days
5f77366b68774f41,individual,2,62814,31635,31179,61432,1686,2015-11-28,2019-07-23,1332
549ca3c118ffdbf2,individual,2,31433,17936,13497,30995,541,2023-01-01,2026-09-07,1345
0e3a389132c9ab14,individual,2,20015,10102,9913,17930,1967,2025-09-01,2025-12-11,100
a931532bb85037ca,individual,2,9469,4658,4811,9047,624,2018-12-26,2020-09-13,626
0a8b88a0bc7e5070,individual,1,7091,3633,3458,7070,7,2018-02-19,2019-05-29,463
2e887579e819184f,individual,1,5725,3414,2311,5527,288,2025-08-01,2026-02-14,197
f44f9f3f1cbd9233,individual,1,4413,2660,1753,4407,5,2018-11-05,2025-02-21,2300
d5f85c25676c559a,individual,2,3677,1249,2428,3374,369,2015-11-17,2026-09-07,3946
88bd40e13b4fa948,individual,1,3644,0,3644,3616,54,2016-04-21,2018-08-03,834
82d73118028f9229,individual,2,2690,1596,1094,2476,276,2017-10-19,2020-06-19,973
353d05f945587c91,individual,1,2303,1462,841,2222,152,2026-01-08,2026-06-09,152
bac75f031bd4c107,individual,1,2161,1280,881,2057,217,2020-02-04,2026-08-31,2400
08ceb23461b13067,individual,1,2073,1836,237,2021,129,2018-12-17,2026-09-07,2820
dcccb846402c1737,individual,1,1845,951,894,1751,108,2018-04-23,2019-10-21,546
a73b32098e1973b5,individual,1,1613,536,1077,1609,3,2018-02-20,2020-05-13,812
aea4ba0615641748,individual,1,1467,842,625,1391,152,2015-12-01,2026-04-22,3795
8820bab73684a743,individual,1,1196,1195,1,1159,53,2020-07-31,2026-08-20,2210
8f0404a0413c1ba3,individual,1,1103,585,518,1045,66,2019-02-12,2020-05-19,462
dd1b75d07029fa07,individual,1,1064,612,452,983,118,2019-06-28,2023-11-14,1600
bc462392e568d765,individual,1,887,0,887,887,0,2024-06-27,2026-01-28,579
6e2a2d4b780b3313,individual,1,833,457,376,815,24,2017-05-22,2018-11-02,529
ea41e7c737e88733,individual,1,818,469,349,777,52,2018-02-16,2024-12-26,2504
0b6e0350341748c4,individual,1,807,194,613,800,18,2018-09-02,2019-08-02,333
48574b22add6dfcf,individual,1,802,0,802,782,41,2020-07-31,2020-10-07,68
fb6414905bfab80d,individual,1,761,493,268,701,98,2017-01-20,2026-06-03,3420
2135790c8ea39875,individual,1,678,2,676,676,2,2018-09-07,2025-05-25,2452
f9f1bffb37119ba9,individual,1,672,659,13,624,58,2015-12-26,2020-07-11,1659
ac08c18abd681629,individual,1,643,362,281,618,32,2023-08-12,2024-09-05,389
ba26b503373085cb,individual,1,639,333,306,621,33,2019-05-15,2019-08-11,87
327330d0d19977d1,individual,1,612,299,313,608,7,2018-03-27,2020-09-15,902
adbe390d17a35c52,individual,1,604,376,228,586,23,2017-05-04,2018-05-27,388
363c31f7e27b6c49,individual,1,576,202,374,565,13,2019-05-24,2020-09-10,475
50636f1dfe682e2b,group,2,576,297,279,556,16,2026-06-01,2026-08-19,79
7777cd1ffe552af6,individual,1,512,281,231,494,25,2015-12-15,2018-04-05,842
7bf8506e83b73e82,individual,1,460,268,192,428,41,2017-10-16,2018-08-30,317
f6a8b08b117dcae6,individual,1,346,165,181,339,10,2018-10-23,2018-10-27,4
b8c98f3d0e4bb96e,individual,1,336,199,137,333,3,2017-10-13,2018-10-03,354
4b678fa5ba7de672,individual,1,328,171,157,328,0,2018-11-29,2019-02-19,81
00a0c4196494b4ac,individual,1,324,154,170,321,3,2017-04-20,2017-07-12,82
660fef69bd658979,individual,1,310,0,310,310,0,2020-01-30,2024-06-27,1609
dbf7a3a868b3dbbf,individual,1,301,161,140,286,54,2025-05-27,2025-12-23,210
81d75775160c1868,individual,1,290,0,290,290,0,2019-04-21,2020-04-14,359
b8d16c7e48177fa9,individual,1,256,131,125,249,10,2019-03-27,2020-04-20,389
bfe6f7f5e6a6ebf9,individual,1,252,166,86,234,26,2017-04-22,2020-10-08,1264
25146ef9425c09ce,individual,1,237,134,103,227,12,2017-05-08,2025-08-16,3021
9b22a18cd5bdb1cb,individual,1,222,126,96,213,10,2017-09-28,2018-03-19,171
eb5a73afa38fed25,individual,1,212,96,116,211,1,2016-12-24,2017-02-11,49
acab718aaf77c270,individual,1,193,68,125,124,68,2011-03-19,2026-05-01,5522
d3686735c1a9afd1,individual,1,189,114,75,184,9,2015-12-10,2016-12-14,370
61de43c99fddc112,individual,1,179,126,53,179,0,2018-05-14,2018-11-27,196
d7bd48f9bc8a23a9,individual,1,176,112,64,147,33,2018-10-07,2019-12-03,422
b967ccd46fef25fb,individual,1,162,96,66,157,6,2017-01-20,2018-02-04,379
30d3c3da4197b34e,individual,1,159,96,63,159,0,2017-07-19,2017-07-25,5
3343111057adc9d3,individual,1,158,93,65,158,0,2019-03-17,2019-08-16,152
b19ca9aab54652ec,individual,1,156,97,59,155,1,2016-02-12,2018-01-14,702
92ee87e20f773107,individual,1,142,65,77,139,3,2023-08-11,2024-08-22,376
5cf8bacacfd2b17e,individual,1,137,51,86,134,3,2017-12-31,2020-05-13,863
86cdae5b41ae020c,individual,1,136,70,66,133,4,2017-07-11,2018-06-09,332
5dc9cbc5aecf0332,individual,1,132,61,71,125,11,2020-02-10,2020-03-30,48
6586b7d2a238d35f,individual,1,129,65,64,125,9,2019-09-27,2020-09-23,362
94d4870b2f5b088b,individual,1,124,67,57,120,4,2016-02-12,2020-05-09,1547
b6995013e905c44d,individual,1,121,70,51,118,7,2018-04-03,2018-09-15,165
ca709b9e9651587e,individual,1,116,29,87,116,0,2019-06-02,2019-07-17,44
35c492f2a0ca8f4c,individual,1,112,70,42,95,15,2017-06-19,2017-07-01,12
777ade6d46313f56,individual,1,111,2,109,111,0,2019-05-27,2020-02-06,255
9d3952e0c18fe2cd,individual,1,106,48,58,106,0,2018-03-12,2018-11-26,259
01c50efe4db1d5d8,individual,1,101,60,41,97,5,2017-04-19,2020-07-31,1198
4f475eb29f0c0248,individual,1,99,65,34,96,7,2023-08-13,2026-02-25,927
2c88f9e7dbe3d8bc,individual,1,97,57,40,92,6,2026-08-17,2026-08-19,1
c67c382e11cdaf13,individual,1,95,6,89,95,0,2018-09-04,2019-11-01,423
3bca831bed892bf2,individual,1,93,49,44,93,0,2016-04-12,2016-05-07,24
ca228f7c943897bd,individual,1,93,58,35,92,1,2019-08-02,2019-10-27,85
ee35f0ec646f74a7,individual,1,90,37,53,68,4,2017-04-11,2026-07-26,3392
aad11dedb6ca09ec,individual,1,89,5,84,89,0,2020-01-30,2020-05-22,112
be9446ea14a364d4,individual,1,87,52,35,83,7,2017-05-29,2018-08-24,451
f44b8121dfaf42d8,individual,1,87,38,49,73,3,2017-12-08,2018-04-05,117
de9afead799b95da,individual,1,87,46,41,83,4,2020-09-15,2025-02-20,1618
d64c64142bffa151,individual,1,85,44,41,82,3,2016-11-24,2017-04-11,138
904c50cc7db07513,individual,1,85,64,21,75,11,2018-03-08,2019-07-04,482
d86e8ad2d9f007d5,individual,2,84,39,45,79,5,2016-03-23,2025-11-02,3510
049f67a592bf5cc0,individual,1,80,59,21,68,18,2023-08-11,2026-04-12,975
5e61185d03ecb871,individual,1,77,45,32,70,11,2017-04-11,2019-02-01,660
a73024e4ebff302d,individual,1,74,38,36,58,18,2017-04-20,2017-07-02,72
8482e49452cdb506,individual,1,72,48,24,68,11,2023-10-08,2024-12-24,443
eeb911f9e3648932,individual,1,71,35,36,68,5,2023-09-04,2024-12-02,454
16432dd523176cb2,individual,1,68,45,23,66,2,2018-06-03,2018-06-29,25
739260810d95cf6d,individual,1,67,41,26,65,4,2017-06-18,2017-11-05,140
b57fcf252919e5df,individual,1,61,33,28,61,0,2016-02-07,2016-04-20,72
7bd6a0c6abcd59c1,individual,1,61,39,22,55,6,2020-09-26,2020-12-25,90
abb36ae7f7a38de9,individual,1,58,27,31,57,1,2019-06-01,2019-08-04,63
a73ff1d3227ef69b,individual,1,57,34,23,53,4,2017-09-28,2017-10-11,13
703dfb2a47f4b4e4,individual,1,57,0,57,57,0,2018-03-17,2020-05-22,796
3adf1e9bc4c2cde0,individual,1,57,29,28,55,7,2025-08-22,2025-09-11,20
292e443626fb52a1,individual,1,56,30,26,56,0,2019-05-07,2019-08-08,93
3855315e58989f60,individual,1,54,38,16,51,7,2016-04-02,2018-11-14,955
d40c4792ce4ac4f3,individual,1,54,39,15,44,14,2019-08-02,2019-09-18,47
307b1f27ca157e68,individual,1,54,22,32,49,5,2020-04-18,2020-04-23,5
09c3caad3c9735d4,individual,1,53,31,22,53,0,2018-04-14,2018-06-14,60
76479380a90aa81d,individual,1,53,24,29,43,17,2020-04-18,2020-04-19,0
a42d9e174eaa34ac,individual,1,51,29,22,41,10,2019-09-25,2019-09-27,1
97d0ce22a17f9a0e,individual,1,50,14,36,49,1,2015-11-29,2018-10-24,1060
3b501510f9b02653,individual,1,50,0,50,50,0,2019-06-01,2019-06-24,22
5100331262b7545d,individual,1,50,22,28,48,7,2024-07-28,2024-08-09,11
e9e357226ad3ea39,individual,1,48,30,18,47,2,2018-05-29,2018-08-04,67
1d961b7d837b0760,individual,1,48,10,38,41,7,2019-03-01,2023-12-24,1758
8fb9b314c04a489d,individual,1,48,29,19,48,0,2020-03-06,2020-08-26,172
18692d88f3774303,individual,1,47,30,17,44,3,2018-04-01,2018-11-23,235
f79a3b51817ea01f,individual,1,46,0,46,0,0,2016-06-01,2020-09-13,1564
425a3b8dc8cfa9af,individual,1,46,2,44,46,0,2018-05-02,2020-05-27,755
a59dd5ba2c3c944b,individual,1,45,26,19,42,5,2023-08-15,2024-04-26,254
690fb9f23b4eb466,individual,1,45,19,26,38,12,2025-03-09,2026-01-28,325
c30fba4d83d69406,individual,1,44,20,24,43,1,2019-06-15,2019-06-17,2
e1361e949c2a66f7,individual,1,44,0,44,44,0,2024-07-31,2025-05-17,290
1c1e7d684c84f6ed,individual,1,43,26,17,40,5,2017-10-27,2018-08-30,307
a3345465c91aa5cc,individual,1,43,0,43,43,0,2018-09-04,2020-03-05,547
89afcd995cfe1177,individual,1,43,19,24,42,1,2019-03-17,2019-05-24,68
b7ee184e9e088f6a,individual,1,43,0,43,43,0,2019-06-11,2019-07-09,28
eb4c16b2976fc81b,individual,1,43,20,23,41,3,2020-09-09,2020-09-13,3
1be395735b2c780d,individual,2,42,6,36,13,1,2017-04-23,2019-12-03,954
2ba5b10b054ba8c6,individual,1,42,21,21,42,0,2020-05-19,2020-05-19,0
bf1852f0bf909d2d,individual,1,41,19,22,39,2,2017-09-27,2018-04-13,197
d4972d19e570e4b9,individual,1,41,21,20,40,1,2019-03-21,2019-12-24,277
27137a5fd05c8801,individual,1,38,17,21,38,0,2018-09-04,2018-09-20,16
90ef40303fa78b99,individual,1,38,0,38,38,0,2018-10-09,2020-04-04,542
305562ac587bb8f1,individual,1,38,15,23,36,2,2018-11-10,2019-01-11,61
f0681b3da02ec625,individual,1,38,21,17,38,0,2019-03-26,2019-03-26,0
ee2fabf6fcc85666,individual,1,36,0,36,36,0,2018-03-02,2020-05-26,816
251a8441932530a3,individual,1,36,22,14,24,12,2018-04-05,2018-04-08,3
8cfab942ec743c17,individual,1,36,2,34,36,0,2019-07-22,2019-07-25,2
ff2442f6bdd1c04a,individual,1,36,13,23,35,1,2020-04-18,2020-04-22,4
31c54a8bb911e7e6,individual,1,35,0,35,35,0,2018-09-12,2020-04-21,587
64e477e515a02898,individual,1,35,19,16,31,5,2023-08-15,2023-12-13,120
7a6cea750a28fe0c,individual,1,34,20,14,34,1,2018-05-21,2018-07-10,49
482df9d4f8c998ba,individual,1,34,1,33,34,0,2018-11-21,2019-10-31,343
e50bf19245f36ee3,individual,1,33,19,14,31,4,2020-03-14,2020-03-14,0
8fb03a8eb24eb673,individual,1,33,14,19,23,16,2023-09-22,2025-01-14,479
44b7c24273350f13,individual,1,32,10,22,32,0,2018-09-07,2019-08-28,355
2ecc89f17ae4d0ca,individual,1,30,15,15,28,2,2017-10-03,2017-10-18,14
e41729dae3802734,individual,0,29,29,0,10,22,2017-01-31,2025-07-25,3097
74fd327f4b5512f3,individual,1,29,0,29,1,0,2017-04-16,2017-11-01,199
f452848a3dd670fc,individual,1,28,18,10,28,0,2018-01-29,2018-11-25,299
d8eccb8d8d13768b,individual,1,28,0,28,28,0,2019-05-24,2019-05-27,2
3ea81e71dc9a59a0,individual,1,27,22,5,25,3,2015-12-11,2019-02-17,1163
3e21a9fc30449da7,individual,1,26,13,13,24,2,2024-03-04,2025-07-25,507
f73edd452c8d2d1d,group,2,25,7,18,25,0,2015-11-12,2015-12-13,30
37c7da568e8639d8,individual,1,25,17,8,24,1,2017-01-25,2018-05-19,479
085a56fc5d09a1be,individual,1,25,18,7,23,2,2017-04-04,2023-10-31,2400
b6b0a177f209a027,group,7,25,3,22,25,0,2018-04-28,2018-04-30,1
9009213aa3e64c8d,individual,1,25,0,25,25,0,2024-06-15,2026-01-02,565
f3c0cf6de294ce61,group,2,24,9,15,21,5,2019-11-28,2019-12-23,24
42193642bbd18961,individual,1,24,16,8,24,0,2020-09-20,2020-09-21,0
0f967cf146bc5f1f,individual,1,23,1,22,15,2,2017-04-16,2026-09-02,3425
2ecb53956dfe4e1b,individual,1,23,14,9,23,0,2018-04-16,2018-09-23,159
2f82a3246e7fdcd1,individual,1,22,14,8,22,0,2016-11-26,2017-10-18,326
acd8f81fa7677943,individual,1,22,0,22,22,0,2019-06-04,2019-06-04,0
8fedd03b8809ce07,individual,1,22,15,7,20,2,2019-10-12,2019-10-13,0
bd30f9d49e1ea1b5,individual,1,22,16,6,18,6,2023-10-08,2024-08-22,319
e46071abeab5bce6,individual,1,21,15,6,21,0,2018-03-30,2018-04-21,21
6e4ab14d836cbab4,individual,1,21,0,21,21,0,2024-10-08,2024-12-08,60
d29e69a4d2e4bb26,individual,1,20,7,13,20,0,2019-02-16,2019-08-24,189
ba4c54c44d32ba5a,individual,1,20,10,10,20,0,2019-10-07,2019-10-07,0
571ec2129a85c870,individual,1,20,0,20,20,0,2024-05-30,2026-01-22,602
f950fc2d198947d4,individual,1,19,14,5,18,1,2017-04-26,2025-08-09,3026
806a71a970820987,individual,1,19,11,8,18,2,2017-07-01,2018-08-06,400
bedda2778c4ba587,individual,1,19,0,19,19,0,2018-09-06,2019-10-25,413
a61fd83969514dfc,individual,1,18,13,5,16,8,2016-02-08,2024-05-11,3014
4c5f6f25026d752b,individual,1,18,0,18,18,0,2024-05-27,2025-01-29,246
60c6fcd9553f458d,individual,1,18,0,18,18,0,2024-12-16,2026-01-23,402
e85e0bf64ce82b83,group,8,17,0,17,17,0,2018-06-24,2018-06-24,0
e75a90726542d239,individual,1,17,0,17,17,0,2018-09-07,2020-01-29,509
85eef9aab30e5f6f,individual,1,17,0,17,17,0,2019-09-13,2020-04-18,217
a429f53cda2d1af5,individual,1,16,10,6,14,2,2016-01-03,2016-08-09,218
1aeba14d1842fcc2,individual,1,16,0,16,16,0,2018-02-23,2025-11-30,2836
49cfa8a7e9f7bec7,individual,1,16,0,16,16,0,2018-11-26,2019-10-05,312
3356cf6452dfdc1e,individual,1,15,10,5,12,5,2019-03-25,2019-03-25,0
702c771b9f2cb2b7,individual,1,15,9,6,15,0,2019-05-24,2019-05-31,7
0105403653656a8c,individual,1,15,0,15,15,0,2019-06-04,2019-06-07,3
e679edb3029ca279,individual,1,15,0,15,15,5,2019-12-14,2020-05-27,164
378609c5a8c72369,individual,1,14,11,3,14,0,2016-02-27,2016-05-13,75
3779b9da916adfc5,group,2,14,2,12,14,0,2018-03-11,2018-03-11,0
03ea60959cfb00c3,individual,1,14,7,7,14,0,2018-04-05,2018-04-06,0
ed79d33063d0b6ec,individual,1,14,6,8,12,2,2018-09-02,2018-09-10,8
09af9e170d4d4c3b,individual,1,14,4,10,13,1,2020-02-07,2020-04-01,54
d5ad626991b11719,individual,1,14,13,1,13,1,2020-09-26,2020-10-01,5
3e9cc1c1e8fcad11,group,2,13,9,4,12,2,2015-12-15,2017-11-07,693
3710d5e9895d9dd7,individual,1,13,11,2,11,2,2017-12-27,2017-12-27,0
c5360782d1ddbcbe,individual,1,13,5,8,13,0,2018-06-28,2018-06-28,0
ba03eb1a5ceaf453,individual,1,13,10,3,10,6,2019-03-25,2019-03-25,0
410a983ef7524fc5,group,5,12,0,12,12,0,2017-04-14,2017-04-17,3
61f18867e7eb8855,individual,1,12,0,12,0,0,2017-04-16,2017-04-16,0
a99116ccb622d9fa,individual,1,12,0,12,0,0,2017-04-16,2017-04-16,0
c5ca6ae3533f2906,individual,1,12,5,7,12,0,2017-11-22,2017-11-22,0
ed4f485e0381ba96,individual,1,12,2,10,12,0,2019-06-07,2019-06-07,0
d0fdaa87aa6c4913,individual,1,12,9,3,12,0,2019-09-26,2019-09-27,0
d03b8f12e9d0a526,individual,1,12,7,5,12,0,2020-01-04,2020-01-04,0
49987e9576726ac8,individual,1,11,6,5,9,2,2017-12-13,2017-12-14,0
477502a19d81581c,group,7,11,2,9,10,1,2018-05-01,2018-05-01,0
189afeb414397619,group,3,11,3,8,11,0,2018-06-05,2018-06-05,0
49ad031c80827c4c,individual,1,11,0,11,11,0,2019-06-23,2019-06-23,0
fa1d36ff95efee82,individual,1,11,0,11,11,0,2019-10-21,2020-04-14,175
32a4a556261e144f,individual,1,11,6,5,11,0,2020-05-13,2020-05-13,0
4cc3defe30131fcd,individual,1,11,1,10,11,0,2025-03-07,2025-03-10,3
8bf10b45ebf344e5,individual,1,10,6,4,10,0,2015-12-02,2015-12-03,0
473d7ee5556a0c61,individual,1,10,8,2,10,0,2016-01-30,2017-10-09,618
e462267519d24349,individual,1,10,0,10,10,0,2018-04-02,2019-12-12,619
48b573b643407789,group,4,10,1,9,10,0,2018-05-22,2018-05-22,0
0f0a6b482ceabb32,individual,1,10,0,10,10,0,2018-10-07,2020-05-22,592
35bec457de2c70eb,group,2,10,2,8,9,1,2018-11-07,2018-11-07,0
2c8e9eded1aad6b2,group,1,10,0,10,10,0,2019-01-09,2019-02-01,22
897279d847d20037,group,2,10,0,10,9,2,2019-03-25,2020-06-04,437
693c7d28f7b23c54,individual,1,10,0,10,10,0,2019-06-22,2019-06-22,0
47ad4e7c2a682629,individual,1,10,0,10,10,0,2019-08-07,2019-10-04,58
fbf604a94a5fffa8,group,2,9,4,5,9,0,2018-04-05,2019-12-26,630
7513da4cac3d8bcc,individual,1,9,5,4,9,0,2018-11-04,2019-02-12,99
8d65368e5419d351,individual,1,9,4,5,9,0,2019-03-17,2019-03-17,0
db1cb49195bc9f6e,individual,1,9,5,4,9,0,2019-06-05,2019-06-15,9
759a9d419d728c55,individual,1,9,0,9,9,0,2019-06-22,2019-06-22,0
4a27d7b591b1aa3c,individual,1,9,0,9,9,3,2020-02-06,2020-02-12,5
fe347fa6925ebfb7,individual,1,9,4,5,8,1,2020-04-12,2020-04-12,0
5b7467bc5dae387c,individual,1,8,6,2,8,2,2017-05-30,2018-08-06,432
300968aa3299e3d0,individual,1,8,3,5,8,0,2017-11-01,2024-06-18,2420
2de3995c45fe0863,individual,1,8,4,4,8,0,2019-05-24,2019-05-24,0
017f6028cac90cd6,individual,1,8,0,8,8,0,2019-06-07,2019-08-02,56
a92c4823bbe7d6c3,individual,1,8,3,5,8,0,2019-10-07,2019-10-07,0
4e882024a03c0908,individual,1,8,0,8,8,0,2019-12-09,2019-12-31,21
c446dbe5bb36f0be,individual,1,8,3,5,8,0,2020-04-18,2020-04-21,2
6a104628ea3d42a1,individual,1,8,4,4,8,0,2023-11-08,2023-11-08,0
b623571184e71646,group,2,8,0,8,7,0,2025-08-28,2026-08-17,353
a3d2abb08dcdd0f2,group,6,7,1,6,7,0,2018-02-14,2018-02-14,0
98d6104585346d30,individual,1,7,6,1,4,3,2018-02-22,2018-11-20,271
97c1a3d95130e6fb,individual,1,7,1,6,7,1,2018-04-06,2025-04-14,2564
12ee95905641e2fe,individual,1,7,4,3,7,0,2018-08-22,2018-08-22,0
b8049bdf3a68cdb1,individual,1,7,5,2,7,1,2019-05-21,2019-05-21,0
3722a965c3da3fa9,individual,1,7,1,6,6,1,2019-05-24,2019-05-24,0
637cb59751747c4f,individual,1,7,0,7,7,0,2019-06-06,2019-06-06,0
a10e18440fef066f,individual,1,7,0,7,7,0,2019-06-23,2019-06-23,0
9b5982cca7a66d9b,individual,1,7,0,7,7,0,2019-10-22,2020-03-08,138
455dd6119005bc30,individual,1,7,1,6,7,0,2019-10-30,2019-10-31,0
26c6adec2d347af8,individual,1,7,2,5,7,0,2019-11-01,2019-11-20,19
b5e9de2b43b588ae,group,2,7,2,5,6,1,2020-01-29,2024-10-05,1710
ab4b4293dee03654,individual,1,7,2,5,7,0,2020-05-27,2020-05-27,0
98fb6190563474dc,individual,1,6,0,6,0,0,2017-04-16,2017-04-16,0
f14de9c7931265a4,individual,1,6,2,4,6,0,2017-05-02,2017-05-02,0
6d9b1585c7ec324e,group,2,6,2,4,6,0,2017-06-13,2017-06-18,4
37f9714b54e26e8e,individual,1,6,4,2,6,0,2017-06-26,2017-06-26,0
96130a4bbed92061,group,1,6,3,3,6,0,2018-02-26,2018-09-04,189
9b9b01026f7a03fa,individual,1,6,0,6,6,0,2018-09-15,2018-11-05,50
14212220ccf6389c,individual,1,6,3,3,6,0,2019-03-20,2019-05-15,55
62fc71d20ceab985,individual,1,6,4,2,6,0,2019-03-25,2019-03-25,0
4dde867245bb4bc8,individual,1,6,0,6,6,0,2019-06-07,2019-06-07,0
46a495f274e036dc,individual,1,6,0,6,6,0,2019-06-07,2019-06-07,0
c3eb216f2fd0a038,individual,1,6,0,6,6,0,2019-06-07,2019-06-07,0
57bb60173ecf06ff,individual,1,6,0,6,6,0,2019-06-23,2019-06-23,0
cd99d64fb8bf4f75,individual,1,6,0,6,6,0,2019-06-23,2019-07-16,22
1573dfdff8256d24,individual,1,6,0,6,0,0,2019-12-05,2019-12-05,0
e74cbaf6d331d1a2,individual,1,6,3,3,5,1,2020-05-13,2020-05-13,0
d262d3bbc5613bd4,individual,1,6,0,6,6,0,2025-07-20,2025-07-20,0
52bf0029ee930863,individual,1,5,3,2,4,1,2017-02-16,2017-02-16,0
df506a0cfba79987,group,4,5,1,4,5,0,2018-04-20,2018-04-20,0
b46bc98169bdbdce,individual,1,5,0,5,5,0,2018-05-16,2019-10-10,512
8afff77a6fe2e83f,individual,1,5,0,5,5,0,2018-09-09,2020-04-15,584
e328058dc8c17e96,individual,1,5,4,1,5,0,2018-10-25,2018-10-29,3
0d96eb395ccacdaa,individual,1,5,0,5,5,0,2019-05-25,2019-05-25,0
a0f68d7776e9b7fe,individual,1,5,0,5,5,0,2019-09-10,2020-02-19,162
5bfa317eb3251745,individual,1,5,0,5,5,0,2019-09-12,2020-05-01,232
60cc5b9b3d5ce785,individual,1,5,2,3,5,0,2019-12-26,2019-12-26,0
e22de0bc1efaa929,individual,1,5,0,5,5,0,2020-01-21,2020-03-25,63
103b433392eccf3d,individual,1,5,1,4,5,0,2020-02-20,2020-02-26,5
8747986bc0a073e7,individual,1,5,1,4,4,1,2023-08-29,2023-12-23,116
2516ef649750452d,group,2,5,0,5,5,1,2023-12-24,2023-12-28,3
392997e655552e7a,individual,1,5,0,5,5,0,2024-07-31,2025-11-02,459
be850651c73bd782,individual,1,5,0,5,5,0,2024-08-16,2024-08-28,12
90bd95e94ca086d4,individual,1,4,1,3,4,0,2015-11-27,2016-05-21,176
322d5584fc86d40b,individual,2,4,1,3,3,0,2016-05-20,2019-07-14,1150
41b12e5e8e0a4bc2,individual,1,4,3,1,4,0,2016-11-28,2016-11-28,0
5cd03f6b6473d083,individual,1,4,3,1,3,1,2018-03-28,2018-04-01,4
d070dc836cfaf4db,group,2,4,0,4,4,0,2018-04-04,2018-04-04,0
7ef11d7174772865,individual,1,4,0,4,4,0,2018-05-12,2020-04-18,707
61d7117b01f056b1,individual,1,4,2,2,3,1,2018-10-25,2018-10-25,0
d4aa87901d8585c2,individual,1,4,2,2,4,0,2019-03-09,2019-03-09,0
d80dc211646724cc,individual,1,4,2,2,4,0,2019-03-17,2019-03-18,0
